Episode,Reward,Epsilon
0,0.1460815630853176,0.01
1,0.5091814072802663,0.01
2,0.6277156369760633,0.01
3,0.3790347436442971,0.01
4,0.7595316171646118,0.01
5,0.4541940800845623,0.01
6,0.41505263466387987,0.01
7,0.4962932653725147,0.01
8,0.1231026267632842,0.01
9,1.4020153265446424,0.01
10,1.5393047230318189,0.01
11,2.295701471157372,0.01
12,0.3095732582733035,0.01
13,1.2546062786132097,0.01
14,1.0038551399484277,0.01
15,1.858818314038217,0.01
16,1.7723244549706578,0.01
17,0.14794082567095757,0.01
18,0.19076926074922085,0.01
19,1.6338905673474073,0.01
20,1.0394587516784668,0.01
21,0.4442775705829263,0.01
22,1.9174248585477471,0.01
23,0.7451786166056991,0.01
24,0.44508339930325747,0.01
25,2.0555487694218755,0.01
26,1.0759937018156052,0.01
27,0.4471415849402547,0.01
28,0.4719617934897542,0.01
29,0.13718962110579014,0.01
30,1.4340992560610175,0.01
31,0.16946720890700817,0.01
32,0.4461178630590439,0.01
33,0.16898255795240402,0.01
34,0.8463742882013321,0.01
35,-0.021760623902082443,0.01
36,2.051774420775473,0.01
37,2.0819727601483464,0.01
38,0.7966701090335846,0.01
39,0.33750486467033625,0.01
40,0.11208504624664783,0.01
41,0.856757128611207,0.01
42,0.38916855957359076,0.01
43,1.75740397721529,0.01
44,0.8887931499630213,0.01
45,0.15544335544109344,0.01
46,1.4438249869272113,0.01
47,1.4493305431678891,0.01
48,0.14786683674901724,0.01
49,0.514849997125566,0.01
50,0.26119682379066944,0.01
51,0.16946538537740707,0.01
52,0.7000838704407215,0.01
53,1.4550378695130348,0.01
54,0.27758306358009577,0.01
55,0.886476656422019,0.01
56,0.4098298391327262,0.01
57,0.9846401372924447,0.01
58,2.2950046341866255,0.01
59,0.807129337452352,0.01
60,0.3766460409387946,0.01
61,0.12239959836006165,0.01
62,1.500482015311718,0.01
63,0.2586183724924922,0.01
64,0.5791454613208771,0.01
65,0.10494875349104404,0.01
66,0.19142358284443617,0.01
67,1.448407649062574,0.01
68,1.404989787377417,0.01
69,1.2510217353701591,0.01
70,0.17070442624390125,0.01
71,2.417164451442659,0.01
72,0.4330568378791213,0.01
73,0.5470670387148857,0.01
74,1.377604080364108,0.01
75,0.9424502328038216,0.01
76,0.3391280574724078,0.01
77,1.6380848959088326,0.01
78,1.106960043311119,0.01
79,0.9871852584183216,0.01
80,0.19954856764525175,0.01
81,0.8196612168103456,0.01
82,1.4062140909954906,0.01
83,1.8093470772728324,0.01
84,0.3000163910910487,0.01
85,0.1222169017419219,0.01
86,1.2016941625624895,0.01
87,1.0196723714470863,0.01
88,1.5580696053802967,0.01
89,2.0869195396080613,0.01
90,2.1340095847845078,0.01
91,0.8246788280084729,0.01
92,2.234360600821674,0.01
93,0.3182133948430419,0.01
94,-0.004816657863557339,0.01
95,1.6445633675903082,0.01
96,1.0009002881124616,0.01
97,0.22126777097582817,0.01
98,0.35536810755729675,0.01
99,1.071491121314466,0.01
