Episode,Reward,Epsilon
0,0.20841928850859404,1.0
1,-0.01350468210875988,0.9998
2,0.15286423452198505,0.99960004
3,0.08693851996213198,0.9994001199920001
4,0.38464452885091305,0.9992002399680017
5,0.6680713435634971,0.9990003999200081
6,0.23101656511425972,0.9988005998400241
7,0.27925504744052887,0.9986008397200561
8,0.450125502422452,0.9984011195521121
9,0.20216044131666422,0.9982014393282017
10,0.3211907669901848,0.9980017990403361
11,0.22066662553697824,0.9978021986805281
12,0.16876585222780704,0.997602638240792
13,0.167275863699615,0.9974031177131438
14,-0.00508175790309906,0.9972036370896012
15,0.19945921190083027,0.9970041963621834
16,0.19244104903191328,0.996804795522911
17,0.11066890601068735,0.9966054345638065
18,0.44602095428854227,0.9964061134768937
19,0.28552610240876675,0.9962068322541984
20,1.0041006607934833,0.9960075908877476
21,0.0037116985768079758,0.9958083893695701
22,0.4366357270628214,0.9956092276916961
23,0.16645433567464352,0.9954101058461579
24,0.611930837854743,0.9952110238249886
25,0.04980702791363001,0.9950119816202236
26,0.18468867894262075,0.9948129792238997
27,0.10342874191701412,0.9946140166280549
28,0.22052116971462965,0.9944150938247294
29,0.44231710489839315,0.9942162108059645
30,0.0760271092876792,0.9940173675638033
31,0.2217190209776163,0.9938185640902906
32,0.07202401477843523,0.9936198003774726
33,0.4144369540736079,0.9934210764173971
34,0.13141603954136372,0.9932223922021136
35,0.2925402978435159,0.9930237477236732
36,0.24424834735691547,0.9928251429741285
37,0.4015452601015568,0.9926265779455337
38,0.0030952105298638344,0.9924280526299446
39,0.5768191181123257,0.9922295670194187
40,0.21141132153570652,0.9920311211060148
41,0.6615678928792477,0.9918327148817936
42,0.17901977989822626,0.9916343483388173
43,0.11801279988139868,0.9914360214691496
44,0.046728262677788734,0.9912377342648557
45,0.6074002273380756,0.9910394867180028
46,0.06774577498435974,0.9908412788206592
47,0.08979893755167723,0.9906431105648951
48,0.42949866876006126,0.9904449819427821
49,0.4663816746324301,0.9902468929463936
50,0.12709393724799156,0.9900488435678043
51,0.050155213102698326,0.9898508337990908
52,0.2643182063475251,0.989652863632331
53,0.7537455083802342,0.9894549330596045
54,0.2880422193557024,0.9892570420729926
55,0.7244966048747301,0.989059190664578
56,0.4240817669779062,0.9888613788264451
57,0.3318781601265073,0.9886636065506799
