Episode,Reward,Epsilon
0,0.09999528620392084,1.0
1,0.13149285037070513,0.9998
2,0.3945161746814847,0.99960004
3,1.3963496508076787,0.9994001199920001
4,0.2303773770108819,0.9992002399680017
5,0.11843490973114967,0.9990003999200081
6,0.12345800455659628,0.9988005998400241
7,0.16134217660874128,0.9986008397200561
8,0.344596303999424,0.9984011195521121
9,0.17933668848127127,0.9982014393282017
10,0.40061014238744974,0.9980017990403361
11,0.3774276375770569,0.9978021986805281
12,0.3359385998919606,0.997602638240792
13,0.4078224766999483,0.9974031177131438
14,0.20482314378023148,0.9972036370896012
15,0.2439163150265813,0.9970041963621834
16,0.048748220317065716,0.996804795522911
17,0.6821665968745947,0.9966054345638065
18,0.37934485729783773,0.9964061134768937
19,0.7022392526268959,0.9962068322541984
20,0.398062439635396,0.9960075908877476
21,0.029201476834714413,0.9958083893695701
22,0.2951670391485095,0.9956092276916961
23,0.26474225521087646,0.9954101058461579
24,0.33236482832580805,0.9952110238249886
25,0.1773632364347577,0.9950119816202236
26,0.3111869152635336,0.9948129792238997
27,0.15474726259708405,0.9946140166280549
28,0.2144216438755393,0.9944150938247294
29,0.16107577178627253,0.9942162108059645
30,0.1050209729000926,0.9940173675638033
31,0.25972290709614754,0.9938185640902906
32,0.003384377807378769,0.9936198003774726
33,0.6976750884205103,0.9934210764173971
34,0.154202988371253,0.9932223922021136
35,0.26059247739613056,0.9930237477236732
36,0.3019602708518505,0.9928251429741285
37,0.49943843577057123,0.9926265779455337
38,-0.021770905703306198,0.9924280526299446
39,0.34614323265850544,0.9922295670194187
40,0.48073871713131666,0.9920311211060148
41,0.14267135318368673,0.9918327148817936
42,0.2984331101179123,0.9916343483388173
43,0.3687429912388325,0.9914360214691496
44,0.029202324338257313,0.9912377342648557
45,0.9829908488318324,0.9910394867180028
46,0.36541140638291836,0.9908412788206592
47,0.70444780215621,0.9906431105648951
48,0.37487305514514446,0.9904449819427821
49,0.12829203996807337,0.9902468929463936
50,0.3893097937107086,0.9900488435678043
51,0.264769715256989,0.9898508337990908
52,0.16284776851534843,0.989652863632331
53,0.08615671098232269,0.9894549330596045
54,0.22072230465710163,0.9892570420729926
55,0.2457719361409545,0.989059190664578
56,0.3775047566741705,0.9888613788264451
57,0.2554728798568249,0.9886636065506799
58,0.38250625506043434,0.9884658738293698
59,0.012748321518301964,0.988268180654604
60,0.15689158998429775,0.9880705270184731
61,0.08501989580690861,0.9878729129130694
62,0.05645608063787222,0.9876753383304868
63,-0.021769694983959198,0.9874778032628208
64,0.1672037160024047,0.9872803077021682
65,0.3569537540897727,0.9870828516406278
66,0.5504656955599785,0.9868854350702997
