Episode,Reward,Epsilon
0,0.06808665208518505,0.0
1,1.1371519155800343,0.0
2,0.2885230667889118,0.0
3,0.20799269154667854,0.0
4,0.4050754373893142,0.0
5,0.24187124520540237,0.0
6,0.05996974650770426,0.0
7,0.5260399235412478,0.0
8,0.2522846572101116,0.0
9,0.20980679895728827,0.0
10,0.38857477996498346,0.0
11,0.5052329264581203,0.0
12,0.494607818312943,0.0
13,0.23075660411268473,0.0
14,0.10179105680435896,0.0
15,0.26977705396711826,0.0
16,0.028620924800634384,0.0
17,0.37453772500157356,0.0
18,0.4286494320258498,0.0
19,0.2376074083149433,0.0
20,1.1327102789655328,0.0
21,0.2596491249278188,0.0
22,0.3571797115728259,0.0
23,0.051582553423941135,0.0
24,0.3233699779957533,0.0
25,0.10570397228002548,0.0
26,0.18855278380215168,0.0
27,0.0506433779373765,0.0
28,0.01172479335218668,0.0
29,0.7824927177280188,0.0
30,0.525953684002161,0.0
31,0.218666129745543,0.0
32,0.012035309337079525,0.0
33,0.12760549783706665,0.0
34,0.214271305128932,0.0
35,0.3962591923773289,0.0
36,0.19843950029462576,0.0
37,0.0588519461452961,0.0
38,0.7586354296654463,0.0
39,0.14649287518113852,0.0
40,0.5271196030080318,0.0
41,0.3380035813897848,0.0
42,0.43556124716997147,0.0
43,0.11933103669434786,0.0
44,0.161430262029171,0.0
45,0.4083284344524145,0.0
46,0.11061457544565201,0.0
47,0.050023021176457405,0.0
48,0.08972654119133949,0.0
49,0.5178590640425682,0.0
50,0.5403853375464678,0.0
51,0.7487768298014998,0.0
52,0.2060324288904667,0.0
53,0.24110266286879778,0.0
54,0.3844128279015422,0.0
55,0.22953572496771812,0.0
56,0.7804562142118812,0.0
57,0.48087351489812136,0.0
58,0.3105842396616936,0.0
59,0.42276137601584196,0.0
60,0.6927817920222878,0.0
61,0.7947305701673031,0.0
62,0.4438937036320567,0.0
63,0.21532294899225235,0.0
64,0.3379940241575241,0.0
65,0.2273813709616661,0.0
66,0.06881470140069723,0.0
67,0.2710258988663554,0.0
68,0.8054379187524319,0.0
69,0.5961274988949299,0.0
70,0.03006106521934271,0.0
71,0.14768849033862352,0.0
72,0.4905679887160659,0.0
73,0.16793517861515284,0.0
74,0.26976880710572004,0.0
75,0.2071903832256794,0.0
76,0.1274514701217413,0.0
77,0.7214231994003057,0.0
78,0.19912926759570837,0.0
79,0.2180206747725606,0.0
80,0.5221349047496915,0.0
81,0.8076268089935184,0.0
82,0.5322967860847712,0.0
83,0.07442064676433802,0.0
84,0.2538224346935749,0.0
85,0.22370794136077166,0.0
86,0.1392304953187704,0.0
87,0.04990206006914377,0.0
88,0.39659795723855495,0.0
89,0.1490026144310832,0.0
90,0.54319719504565,0.0
91,0.17803711257874966,0.0
92,0.29554380010813475,0.0
93,0.20345400366932154,0.0
94,0.1756373532116413,0.0
95,0.32168525736778975,0.0
96,0.0034703928977251053,0.0
97,0.49273948557674885,0.0
98,0.256557434797287,0.0
99,0.5420198068022728,0.0
